PROJECTCOD,UNID,AREA,PERIMETER,AVGELEVATI,CODE,POI,AOI,LABEL,TYPE,DATE,FEATURE,UNIT,ORIG_UNID,SOURCEID,SOURCEID2
FY,295014.00,229.771500,65.934399,0.000000,CalcifiedGravel,C2,C2T1,,,11/21/2009,,,5058.00000000000,5327.00000000000,0.00000000000
FY,295015.00,192.634412,69.636097,0.000000,CalcifiedGravel,C2,C2T1,,,11/21/2009,,,5060.00000000000,5327.00000000000,0.00000000000
FY,295016.00,212.385442,68.379152,0.000000,TertiaryOutcrop,C2,C2T2,,,11/22/2009,,,5063.00000000000,5330.00000000000,0.00000000000
FY,295017.00,2053.993832,418.195135,0.000000,Transect,C2,C2T2,,,11/22/2009,,,42009.00000000000,5329.00000000000,5331.00000000000
FY,295018.00,128.906761,57.512955,0.000000,DuneSand,C2,C2T2,,,11/22/2009,,,5062.00000000000,5330.00000000000,0.00000000000
FY,295019.00,381.919500,94.874819,0.000000,DesertPavement,C2,C2T2,,,11/22/2009,,,5068.00000000000,5330.00000000000,0.00000000000
FY,295020.00,94.559874,38.489408,0.000000,DesertPavement,C2,C2T2,,,11/22/2009,,,5069.00000000000,5330.00000000000,0.00000000000
FY,295021.00,344.201907,90.983170,0.000000,DesertPavement,C2,C2T2,,,11/22/2009,,,5071.00000000000,5330.00000000000,0.00000000000
FY,295022.00,400.970975,100.777365,0.000000,CarbonatePebbles,C2,C2T2,,,11/22/2009,,,5065.00000000000,5330.00000000000,0.00000000000
FY,295023.00,344.740809,94.490687,0.000000,CarbonatePebbles,C2,C2T2,,,11/22/2009,,,5066.00000000000,5330.00000000000,0.00000000000
FY,295024.00,54.332562,32.201966,0.000000,AeolianSand,C2,C2T2,,,11/22/2009,,,5064.00000000000,5330.00000000000,0.00000000000
FY,295025.00,21.188322,27.407555,0.000000,AeolianSand,C2,C2T2,,,11/22/2009,,,5067.00000000000,5330.00000000000,0.00000000000
FY,295026.00,73.140120,42.969857,0.000000,AeolianSand,C2,C2T2,,,11/22/2009,,,5070.00000000000,5330.00000000000,0.00000000000
FY,295027.00,2028.064629,419.099273,0.000000,Transect,C2,C2T3,,,11/22/2009,,,42010.00000000000,5329.00000000000,5331.00000000000
FY,295028.00,1537.624672,363.602133,0.000000,DesertPavement,C2,C2T3,,,11/22/2009,,,5073.00000000000,5330.00000000000,0.00000000000
FY,295029.00,341.838600,86.897883,0.000000,CalcifiedGravel,C2,C2T3,,,11/22/2009,,,5072.00000000000,5330.00000000000,0.00000000000
FY,295030.00,121.387241,48.087574,0.000000,CalcifiedGravel,C2,C2T3,,,11/22/2009,,,5074.00000000000,5330.00000000000,0.00000000000
FY,295031.00,26.894006,43.674647,0.000000,AeolianSand,C2,C2T3,,,11/22/2009,,,5075.00000000000,5330.00000000000,0.00000000000
FY,295032.00,2020.595476,419.060516,0.000000,Transect,C2,C2T4,,,11/23/2009,,,42010.00000000000,5332.00000000000,5340.00000000000
FY,295033.00,1913.808344,399.378236,0.000000,DesertPavement,C2,C2T4,,,11/23/2009,,,5076.00000000000,5339.00000000000,0.00000000000
FY,295034.00,106.755315,44.797502,0.000000,AeolianSand,C2,C2T4,,,11/23/2009,,,5077.00000000000,5339.00000000000,0.00000000000
FY,295035.00,2019.326175,418.920999,0.000000,Transect,C2,C2T5,,,11/23/2009,,,42011.00000000000,5332.00000000000,5338.00000000000
FY,295036.00,152.861289,66.709066,0.000000,DesertPavement,C2,C2T5,,,11/23/2009,,,5078.00000000000,5337.00000000000,0.00000000000
FY,295037.00,1764.641081,379.270246,0.000000,DesertPavement,C2,C2T5,,,11/23/2009,,,5080.00000000000,5337.00000000000,0.00000000000
FY,295038.00,101.796078,68.807445,0.000000,AeolianSand,C2,C2T5,,,11/23/2009,,,5079.00000000000,5337.00000000000,0.00000000000
FY,295039.00,132.158343,110.627843,0.000000,VehicleTrack,C2,C2T6,,,11/23/2009,,,5084.00000000000,5335.00000000000,0.00000000000
FY,295040.00,29.810301,30.516130,0.000000,VehicleTrack,C2,C2T6,,,11/23/2009,,,5087.00000000000,5335.00000000000,0.00000000000
FY,295041.00,17.878404,23.835178,0.000000,VehicleTrack,C2,C2T6,,,11/23/2009,,,5089.00000000000,5335.00000000000,0.00000000000
FY,295042.00,2011.851990,419.292318,0.000000,Transect,C2,C2T6,,,11/23/2009,,,42012.00000000000,5332.00000000000,5336.00000000000
FY,295043.00,59.138995,31.614887,0.000000,DesertPavement,C2,C2T6,,,11/23/2009,,,5081.00000000000,5335.00000000000,0.00000000000
FY,295044.00,820.685867,200.891986,0.000000,DesertPavement,C2,C2T6,,,11/23/2009,,,5083.00000000000,5335.00000000000,0.00000000000
FY,295045.00,363.125189,100.435044,0.000000,DesertPavement,C2,C2T6,,,11/23/2009,,,5085.00000000000,5335.00000000000,0.00000000000
FY,295046.00,80.475467,61.804018,0.000000,DesertPavement,C2,C2T6,,,11/23/2009,,,5086.00000000000,5335.00000000000,0.00000000000
FY,295047.00,91.806643,40.975984,0.000000,DesertPavement,C2,C2T6,,,11/23/2009,,,5088.00000000000,5335.00000000000,0.00000000000
FY,295048.00,264.908351,72.810455,0.000000,DesertPavement,C2,C2T6,,,11/23/2009,,,5090.00000000000,5335.00000000000,0.00000000000
FY,295049.00,152.782455,53.533182,0.000000,AeolianSand,C2,C2T6,,,11/23/2009,,,5082.00000000000,5335.00000000000,0.00000000000
FY,295050.00,222.065580,73.858122,0.000000,VehicleTrack,C2,C2T7,,,11/23/2009,,,5092.00000000000,5333.00000000000,0.00000000000
FY,295051.00,162.188972,57.829242,0.000000,VehicleTrack,C2,C2T7,,,11/23/2009,,,5094.00000000000,5333.00000000000,0.00000000000
FY,295052.00,42.136605,60.615331,0.000000,VehicleTrack,C2,C2T7,,,11/23/2009,,,5096.00000000000,5333.00000000000,0.00000000000
FY,295053.00,2039.098021,420.609565,0.000000,Transect,C2,C2T7,,,11/23/2009,,,42013.00000000000,5332.00000000000,5334.00000000000
FY,295054.00,41.322380,32.315447,0.000000,DesertPavement,C2,C2T7,,,11/23/2009,,,5091.00000000000,5333.00000000000,0.00000000000
FY,295055.00,1191.667699,290.522678,0.000000,DesertPavement,C2,C2T7,,,11/23/2009,,,5093.00000000000,5333.00000000000,0.00000000000
FY,295056.00,123.239804,47.440980,0.000000,DesertPavement,C2,C2T7,,,11/23/2009,,,5095.00000000000,5333.00000000000,0.00000000000
FY,295057.00,244.449591,82.520093,0.000000,DesertPavement,C2,C2T7,,,11/23/2009,,,5097.00000000000,5333.00000000000,0.00000000000
FY,295058.00,2025.128481,420.107259,0.000000,Transect,C2,C2T9,,,11/21/2009,,,42007.00000000000,5324.00000000000,5326.00000000000
FY,295059.00,172.843774,90.858635,0.000000,AeolianSand,C2,C2T9,,,11/21/2009,,,5056.00000000000,5325.00000000000,0.00000000000
FY,295060.00,75.009640,49.152744,0.000000,AeolianSand,C2,C2T9,,,11/21/2009,,,5057.00000000000,5325.00000000000,0.00000000000
FY,295061.00,1986.999150,420.078287,0.000000,Transect,C3,C3T1,,,11/16/2009,"0",,42000.00000000000,5306.00000000000,5308.00000000000
FY,295062.00,1407.688357,303.101625,0.000000,DuneSand,C3,C3T1,,,11/16/2009,"0",,0.00000000000,5307.00000000000,0.00000000000
FY,295063.00,205.112826,65.190665,0.000000,AeolianSand,C3,C3T1,,,11/16/2009,"0",,5000.00000000000,5307.00000000000,0.00000000000
FY,295064.00,175.541805,104.879712,0.000000,AeolianSand,C3,C3T1,,,11/16/2009,"0",,5002.00000000000,5307.00000000000,0.00000000000
FY,295065.00,202.126908,62.159128,0.000000,AeolianSand,C3,C3T1,,,11/16/2009,"0",,5003.00000000000,5307.00000000000,0.00000000000
FY,295066.00,1963.821752,418.796613,0.000000,Transect,C3,C3T2,,,11/16/2009,"0",,42001.00000000000,5307.00000000000,0.00000000000
FY,295067.00,1914.966937,408.364297,0.000000,DuneSand,C3,C3T2,,,11/16/2009,"0",,0.00000000000,5307.00000000000,0.00000000000
FY,295068.00,50.081928,30.151045,0.000000,AeolianSand,C3,C3T2,,,11/16/2009,"0",,5006.00000000000,5307.00000000000,0.00000000000
FY,295069.00,2000.132300,419.639037,0.000000,Transect,C3,C3T3,,,11/17/2009,"0",,42002.00000000000,5311.00000000000,5313.00000000000
FY,295070.00,17.200915,17.095214,0.000000,Rhizolith,C3,C3T3,,,11/17/2009,"0",,5009.00000000000,5312.00000000000,0.00000000000
FY,295071.00,4.292794,10.232001,0.000000,Rhizolith,C3,C3T3,,,11/17/2009,"0",,5010.00000000000,5312.00000000000,0.00000000000
FY,295072.00,75.171329,42.425563,0.000000,Rhizolith,C3,C3T3,,,11/17/2009,"0",,5011.00000000000,5312.00000000000,0.00000000000
FY,295073.00,35.845830,30.791193,0.000000,Rhizolith,C3,C3T3,,,11/17/2009,"0",,5012.00000000000,5312.00000000000,0.00000000000
FY,295074.00,21.788255,19.959457,0.000000,Rhizolith,C3,C3T3,,,11/17/2009,"0",,5013.00000000000,5312.00000000000,0.00000000000
FY,295075.00,1848.991506,520.223918,0.000000,AeolianSand,C3,C3T3,,,11/17/2009,"0",,5008.00000000000,5312.00000000000,0.00000000000
FY,295076.00,2030.111115,419.853183,0.000000,Transect,C3,C3T4,,,11/18/2009,"0",,42003.00000000000,5311.00000000000,5318.00000000000
FY,295077.00,1.998386,5.441261,0.000000,Hearth,C3,C3T4,,,11/18/2009,"0",,5014.00000000000,0.00000000000,0.00000000000
FY,295078.00,3.441719,8.100953,0.000000,Hearth,C3,C3T4,,,11/18/2009,"0",,5015.00000000000,0.00000000000,0.00000000000
FY,295079.00,1.468288,4.406865,0.000000,Hearth,C3,C3T4,,,11/18/2009,"0",,5016.00000000000,0.00000000000,0.00000000000
FY,295080.00,3.097572,6.926124,0.000000,Hearth,C3,C3T4,,,11/18/2009,"0",,5017.00000000000,0.00000000000,0.00000000000
FY,295081.00,8.878439,12.493104,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5019.00000000000,5315.00000000000,0.00000000000
FY,295082.00,10.566192,13.859643,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5020.00000000000,5315.00000000000,0.00000000000
FY,295083.00,1.287912,4.366360,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5021.00000000000,5315.00000000000,0.00000000000
FY,295084.00,8.186991,12.593127,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5022.00000000000,5315.00000000000,0.00000000000
FY,295085.00,56.208556,37.966973,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5023.00000000000,5315.00000000000,0.00000000000
FY,295086.00,7.203196,10.464340,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5024.00000000000,5315.00000000000,0.00000000000
FY,295087.00,11.275912,13.136106,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5025.00000000000,5315.00000000000,0.00000000000
FY,295088.00,8.823620,11.742272,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5026.00000000000,5315.00000000000,0.00000000000
FY,295089.00,10.962066,13.837124,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5027.00000000000,5315.00000000000,0.00000000000
FY,295090.00,0.486702,2.801428,0.000000,Vegetation,C3,C3T5,,,11/18/2009,"0",,5028.00000000000,5315.00000000000,0.00000000000
FY,295091.00,69.196915,62.281753,0.000000,ModernIntervention,C3,C3T5,,,11/18/2009,"0",,5018.00000000000,5315.00000000000,0.00000000000
FY,295092.00,2002.716740,419.880858,0.000000,Transect,C3,C3T5,,,11/18/2009,"0",,42004.00000000000,5314.00000000000,5316.00000000000
FY,295093.00,22.461812,24.849697,0.000000,Gravel,C3,C3T5,,,11/18/2009,"0",,5029.00000000000,5315.00000000000,0.00000000000
FY,295094.00,275.498136,110.794987,0.000000,Gravel,C3,C3T5,,,11/18/2009,"0",,5032.00000000000,5315.00000000000,0.00000000000
FY,295095.00,771.562211,249.230692,0.000000,Gravel,C3,C3T5,,,11/18/2009,"0",,5034.00000000000,5315.00000000000,0.00000000000
FY,295096.00,346.750744,153.801940,0.000000,AeolianSand,C3,C3T5,,,11/18/2009,"0",,5031.00000000000,5315.00000000000,0.00000000000
FY,295097.00,59.719522,38.597642,0.000000,AeolianSand,C3,C3T5,,,11/18/2009,"0",,5035.00000000000,5315.00000000000,0.00000000000
FY,295098.00,290.340730,83.742621,0.000000,VehicleTrack,C3,C3T6,,,11/19/2009,"0",,5036.00000000000,5322.00000000000,0.00000000000
FY,295099.00,47.065924,29.687787,0.000000,VehicleTrack,C3,C3T6,,,11/19/2009,"0",,5037.00000000000,5322.00000000000,0.00000000000
FY,295100.00,214.990645,64.271945,0.000000,VehicleTrack,C3,C3T6,,,11/19/2009,"0",,5038.00000000000,5322.00000000000,0.00000000000
FY,295101.00,86.649945,100.186005,0.000000,VehicleTrack,C3,C3T6,,,11/19/2009,"0",,5039.00000000000,5322.00000000000,0.00000000000
FY,295102.00,23.382319,26.426543,0.000000,VehicleTrack,C3,C3T6,,,11/19/2009,"0",,5040.00000000000,5322.00000000000,0.00000000000
FY,295103.00,2029.192137,418.411563,0.000000,Transect,C3,C3T6,,,11/19/2009,"0",,42005.00000000000,5319.00000000000,5323.00000000000
FY,295104.00,198.811753,61.935810,0.000000,Gravel,C3,C3T7,,,11/19/2009,"0",,5049.00000000000,5320.00000000000,0.00000000000
FY,295105.00,82.545550,40.035277,0.000000,Gravel,C3,C3T7,,,11/19/2009,"0",,5050.00000000000,5320.00000000000,0.00000000000
FY,295106.00,808.754768,180.172185,0.000000,Gravel,C3,C3T7,,,11/19/2009,"0",,5051.00000000000,5320.00000000000,0.00000000000
FY,295107.00,151.125470,54.958968,0.000000,Gravel,C3,C3T7,,,11/19/2009,"0",,5052.00000000000,5320.00000000000,0.00000000000
FY,295108.00,204.111676,66.264508,0.000000,Gravel,C3,C3T7,,,11/19/2009,"0",,5053.00000000000,5320.00000000000,0.00000000000
FY,295109.00,2017.233059,419.611925,0.000000,Transect,C3,C3T7,,,11/19/2009,"0",,42006.00000000000,5319.00000000000,5321.00000000000
FY,295110.00,22.893203,24.705884,0.000000,VehicleTrack,C3,C3T7,,,11/19/2009,"0",,5048.00000000000,5320.00000000000,0.00000000000
FY,295111.00,64.854347,73.754174,0.000000,Wadi,C3,C3T7,,,11/19/2009,"0",,5041.00000000000,5320.00000000000,0.00000000000
FY,295112.00,28.640130,28.030623,0.000000,Wadi,C3,C3T7,,,11/19/2009,"0",,5042.00000000000,5320.00000000000,0.00000000000
FY,295113.00,174.771247,55.872313,0.000000,Wadi,C3,C3T7,,,11/19/2009,"0",,5043.00000000000,5320.00000000000,0.00000000000
FY,295114.00,160.832919,52.328900,0.000000,Wadi,C3,C3T7,,,11/19/2009,"0",,5044.00000000000,5320.00000000000,0.00000000000
FY,295115.00,56.812030,36.700999,0.000000,Wadi,C3,C3T7,,,11/19/2009,"0",,5046.00000000000,5320.00000000000,0.00000000000
FY,295116.00,9.553220,24.072489,0.000000,Wadi,C3,C3T7,,,11/19/2009,"0",,5047.00000000000,5320.00000000000,0.00000000000
FY,295117.00,41.401803,29.242101,0.000000,AeolianSand,C3,C3T7,,,11/19/2009,"0",,5045.00000000000,5320.00000000000,0.00000000000
FY,295118.00,15.889375,23.688313,0.000000,VehicleTrack,C4,C4T10,,,12/12/2009,,,5208.00000000000,5291.00000000000,0.00000000000
FY,295119.00,116.729674,80.027055,0.000000,VehicleTrack,C4,C4T10,,,12/12/2009,,,5210.00000000000,5291.00000000000,0.00000000000
FY,295120.00,53.653288,56.180023,0.000000,VehicleTrack,C4,C4T10,,,12/12/2009,,,5213.00000000000,5291.00000000000,0.00000000000
FY,295121.00,24.443817,26.232469,0.000000,VehicleTrack,C4,C4T10,,,12/12/2009,,,5214.00000000000,5291.00000000000,0.00000000000
FY,295122.00,1792.757253,379.316946,0.000000,Transect,C4,C4T10,,,12/12/2009,,,42035.00000000000,5288.00000000000,5292.00000000000
FY,295123.00,257.940344,73.836579,0.000000,SoftDesertPavement,C4,C4T10,,,12/12/2009,,,5207.00000000000,5291.00000000000,0.00000000000
FY,295124.00,137.488880,50.341332,0.000000,SoftDesertPavement,C4,C4T10,,,12/12/2009,,,5209.00000000000,5291.00000000000,0.00000000000
FY,295125.00,155.427017,76.679267,0.000000,SoftDesertPavement,C4,C4T10,,,12/12/2009,,,5211.00000000000,5291.00000000000,0.00000000000
FY,295126.00,259.618529,86.606968,0.000000,SoftDesertPavement,C4,C4T10,,,12/12/2009,,,5212.00000000000,5291.00000000000,0.00000000000
FY,295127.00,529.278381,146.917759,0.000000,SoftDesertPavement,C4,C4T10,,,12/12/2009,,,5215.00000000000,5291.00000000000,0.00000000000
FY,295128.00,242.377639,69.444603,0.000000,SoftDesertPavement,C4,C4T10,,,12/12/2009,,,5216.00000000000,5291.00000000000,0.00000000000
FY,295129.00,1516.679576,319.314551,0.000000,Transect,C4,C4T13,,,12/12/2009,,,42036.00000000000,5288.00000000000,5294.00000000000
FY,295130.00,473.227554,156.536628,0.000000,ModernIntervention,C4,C4T13,,,12/12/2009,,,5218.00000000000,5293.00000000000,0.00000000000
FY,295131.00,122.649664,76.678454,0.000000,SoftDesertPavement,C4,C4T13,,,12/12/2009,,,5219.00000000000,5293.00000000000,0.00000000000
FY,295132.00,30.347130,23.529046,0.000000,SoftDesertPavement,C4,C4T13,,,12/12/2009,,,5220.00000000000,5293.00000000000,0.00000000000
FY,295133.00,186.697495,62.432622,0.000000,DesertPavement,C4,C4T13,,,12/12/2009,,,5217.00000000000,5293.00000000000,0.00000000000
FY,295134.00,257.091090,76.543289,0.000000,CalcitePebbles,C4,C4T13,,,12/12/2009,,,5221.00000000000,5293.00000000000,0.00000000000
FY,295135.00,177.656538,55.375110,0.000000,IrrigationMound,C4,C4T5,,,12/12/2009,,,5194.00000000000,5289.00000000000,0.00000000000
FY,295136.00,49.789162,29.733133,0.000000,IrrigationMound,C4,C4T5,,,12/12/2009,,,5195.00000000000,5289.00000000000,0.00000000000
FY,295137.00,298.264287,144.322495,0.000000,SandSubstrate,C4,C4T5,,,12/12/2009,,,5197.00000000000,5289.00000000000,0.00000000000
FY,295138.00,2044.402090,418.845028,0.000000,Transect,C4,C4T5,,,12/12/2009,,,42034.00000000000,5288.00000000000,5290.00000000000
FY,295139.00,27.611786,25.393550,0.000000,VehicleTrack,C4,C4T5,,,12/12/2009,,,5201.00000000000,5289.00000000000,0.00000000000
FY,295140.00,69.206899,69.984286,0.000000,VehicleTrack,C4,C4T5,,,12/12/2009,,,5203.00000000000,5289.00000000000,0.00000000000
FY,295141.00,79.502662,49.138436,0.000000,AeolianSandRipple,C4,C4T5,,,12/12/2009,,,5198.00000000000,5289.00000000000,0.00000000000
FY,295142.00,229.282869,90.926386,0.000000,AeolianSandRipple,C4,C4T5,,,12/12/2009,,,5205.00000000000,5289.00000000000,0.00000000000
FY,295143.00,137.702378,80.383594,0.000000,AeolianSand,C4,C4T5,,,12/12/2009,,,5196.00000000000,5289.00000000000,0.00000000000
FY,295144.00,439.367214,110.951939,0.000000,AeolianSand,C4,C4T5,,,12/12/2009,,,5199.00000000000,5289.00000000000,0.00000000000
FY,295145.00,36.019796,28.739886,0.000000,AeolianSand,C4,C4T5,,,12/12/2009,,,5200.00000000000,5289.00000000000,0.00000000000
FY,295146.00,397.832066,99.256720,0.000000,AeolianSand,C4,C4T5,,,12/12/2009,,,5202.00000000000,5289.00000000000,0.00000000000
FY,295147.00,86.667009,47.045643,0.000000,AeolianSand,C4,C4T5,,,12/12/2009,,,5204.00000000000,5289.00000000000,0.00000000000
FY,295148.00,16.138195,38.410220,0.000000,AeolianSand,C4,C4T5,,,12/12/2009,,,5206.00000000000,5289.00000000000,0.00000000000
FY,295149.00,2038.846174,420.140482,0.000000,Transect,C4,C4T6,,,12/14/2009,,,42039.00000000000,5297.00000000000,5301.00000000000
FY,295150.00,52.950039,34.322198,0.000000,VehicleTrack,C4,C4T6,,,12/14/2009,,,5223.00000000000,5300.00000000000,0.00000000000
FY,295151.00,36.056106,52.144840,0.000000,VehicleTrack,C4,C4T6,,,12/14/2009,,,5227.00000000000,5300.00000000000,0.00000000000
FY,295152.00,20.813365,28.698405,0.000000,VehicleTrack,C4,C4T6,,,12/14/2009,,,5231.00000000000,5300.00000000000,0.00000000000
FY,295153.00,19.571895,24.348462,0.000000,VehicleTrack,C4,C4T6,,,12/14/2009,,,5233.00000000000,5300.00000000000,0.00000000000
FY,295154.00,29.416679,28.817366,0.000000,VehicleTrack,C4,C4T6,,,12/14/2009,,,5235.00000000000,5300.00000000000,0.00000000000
FY,295155.00,41.054042,33.570689,0.000000,VehicleTrack,C4,C4T6,,,12/14/2009,,,5237.00000000000,5300.00000000000,0.00000000000
FY,295156.00,43.529228,36.097431,0.000000,Road,C4,C4T6,,,12/14/2009,,,5225.00000000000,5300.00000000000,0.00000000000
FY,295157.00,66.964230,49.169700,0.000000,Road,C4,C4T6,,,12/14/2009,,,5229.00000000000,5300.00000000000,0.00000000000
FY,295158.00,62.444344,33.856705,0.000000,DesertPavement,C4,C4T6,,,12/14/2009,,,5222.00000000000,5300.00000000000,0.00000000000
FY,295159.00,753.313435,179.101559,0.000000,DesertPavement,C4,C4T6,,,12/14/2009,,,5224.00000000000,5300.00000000000,0.00000000000
FY,295160.00,85.539499,49.980660,0.000000,DesertPavement,C4,C4T6,,,12/14/2009,,,5226.00000000000,5300.00000000000,0.00000000000
FY,295161.00,270.510495,80.806643,0.000000,DesertPavement,C4,C4T6,,,12/14/2009,,,5228.00000000000,5300.00000000000,0.00000000000
FY,295162.00,132.594992,55.199666,0.000000,DesertPavement,C4,C4T6,,,12/14/2009,,,5230.00000000000,5300.00000000000,0.00000000000
FY,295163.00,103.325302,42.633767,0.000000,DesertPavement,C4,C4T6,,,12/14/2009,,,5232.00000000000,5300.00000000000,0.00000000000
FY,295164.00,265.370706,73.603649,0.000000,DesertPavement,C4,C4T6,,,12/14/2009,,,5234.00000000000,5300.00000000000,0.00000000000
FY,295165.00,26.236416,28.652858,0.000000,DesertPavement,C4,C4T6,,,12/14/2009,,,5236.00000000000,5300.00000000000,0.00000000000
FY,295166.00,29.573907,25.213155,0.000000,DesertPavement,C4,C4T6,,,12/14/2009,,,5238.00000000000,5300.00000000000,0.00000000000
FY,295167.00,1985.750702,418.181421,0.000000,Transect,C4,C4T7,,,12/14/2009,,,42040.00000000000,5297.00000000000,5299.00000000000
FY,295168.00,82.448922,50.384731,0.000000,ModernIntervention,C4,C4T7,,,12/14/2009,,,5240.00000000000,5298.00000000000,0.00000000000
FY,295169.00,33.157885,22.856777,0.000000,ModernIntervention,C4,C4T7,,,12/14/2009,,,5242.00000000000,5298.00000000000,0.00000000000
FY,295170.00,65.765931,51.491066,0.000000,ModernIntervention,C4,C4T7,,,12/14/2009,,,5243.00000000000,5298.00000000000,0.00000000000
FY,295171.00,31.902341,26.662741,0.000000,ModernIntervention,C4,C4T7,,,12/14/2009,,,5244.00000000000,5298.00000000000,0.00000000000
FY,295172.00,130.183312,55.620239,0.000000,DesertPavement,C4,C4T7,,,12/14/2009,,,5239.00000000000,5298.00000000000,0.00000000000
FY,295173.00,1408.277566,392.126096,0.000000,DesertPavement,C4,C4T7,,,12/14/2009,,,5241.00000000000,5298.00000000000,0.00000000000
FY,295174.00,234.093784,67.062494,0.000000,DesertPavement,C4,C4T7,,,12/14/2009,,,5245.00000000000,5298.00000000000,0.00000000000
FY,295175.00,134.082168,125.959227,0.000000,IrrigationCanal,E29H1,E29H1SA1,,,,,,0.00000000000,,
FY,295176.00,1832.632378,540.062822,0.000000,IrrigationCanal,E29H1,E29H1SA1,,,,,,0.00000000000,,
FY,295177.00,121.263367,42.048920,0.000000,BulldozedArea,E29H1,E29H1SA1,,,12/09/2008,,,2001.00000000000,5363.00000000000,0.00000000000
FY,295178.00,170.771458,85.450839,0.000000,BulldozedArea,E29H1,E29H1SA1,,,11/27/2008,,,70.00000000000,5385.00000000000,0.00000000000
FY,295179.00,14.383191,14.458472,0.000000,BulldozedArea,E29H1,E29H1SA1,,,11/27/2008,,,71.00000000000,5385.00000000000,0.00000000000
FY,295180.00,56.362568,38.081098,0.000000,BulldozedArea,E29H1,E29H1SA1,,,11/26/2008,,,420.00000000000,5383.00000000000,0.00000000000
FY,295181.00,1149.588580,175.475200,0.000000,BulldozedArea,E29H1,E29H1SA1,,,12/04/2008,,,1000.00000000000,5357.00000000000,0.00000000000
FY,295182.00,5303.093826,909.978276,0.000000,IrrigationCanal,E29H1,E29H1SA1,,,,,,0.00000000000,,
FY,295183.00,13.672648,13.590226,0.000000,Hearth,E29H1,E29H1H116,,,,E29H1H116,,116.00000000000,,
FY,295184.00,5.210584,8.512313,0.000000,Hearth,E29H1,E29H1H135,,,,E29H1H135,,135.00000000000,,
FY,295185.00,0.034679,0.711274,0.000000,HearthStones,E29H1,E29H1H148,,,12/18/2008,E29H1H148,,148.00000000000,5379.00000000000,0.00000000000
FY,295186.00,0.026578,0.531392,0.000000,HearthStones,E29H1,E29H1H148,,,12/18/2008,E29H1H148,,148.00000000000,5379.00000000000,0.00000000000
FY,295187.00,0.011817,0.417115,0.000000,HearthStones,E29H1,E29H1H148,,,12/18/2008,E29H1H148,,148.00000000000,5379.00000000000,0.00000000000
FY,295188.00,0.008083,0.357033,0.000000,HearthStones,E29H1,E29H1H148,,,12/18/2008,E29H1H148,,148.00000000000,5379.00000000000,0.00000000000
FY,295189.00,0.017635,0.583650,0.000000,HearthStones,E29H1,E29H1H148,,,12/18/2008,E29H1H148,,148.00000000000,5379.00000000000,0.00000000000
